jurisdiction,year,month,date,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,day_of_highest_count,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Sacramento Sheriff's Department,2008,july,2008-07-01,Sacramento County,06,067,06067,2432,317,1629,244,4622,1786,1217,3003,963,656,1619,2008-07-30,4791,868,342,754,16,28476,4027,64,1017,20,89,0,463,465,0,213,0,5668,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2008,july,2008-07-01,San Benito County,06,069,06069,73,7,34,7,121,61,17,78,18,25,43,2008-07-22,129,15,12,15,0,125,42,3,15,0,0,5,0,13,0,3,0,324,0,36,0,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2008,july,2008-07-01,San Bernardino County,06,071,06071,3673,538,1095,257,5563,2730,1028,3758,1481,324,1805,2008-07-05,5908,1122,264,676,79,4344,2262,185,561,44,84,NA,452,NA,0,168,5,6464,3463,10,0,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2008,july,2008-07-01,San Diego County,06,073,06073,2836,489,1517,321,5163,3026,1411,4437,297,429,726,2008-07-20,5311,1190,1320,1180,38,24232,5552,238,379,73,68,NA,NA,NA,NA,121,1,12980,911,803,0,NA,NA,NA,NA,NA,NA,NA
San Diego Work Furlough,2008,july,2008-07-01,San Diego County,06,073,06073,2,0,196,62,260,0,NA,0,0,NA,0,2008-07-17,274,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,119,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2008,july,2008-07-01,San Francisco County,06,075,06075,1327,181,329,72,1909,1477,393,1870,31,8,39,2008-07-14,1968,1066,459,210,113,8764,1568,146,338,62,37,NA,1,NA,NA,13,13,2972,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2008,july,2008-07-01,San Joaquin County,06,077,06077,761,101,559,115,1536,812,475,1287,50,199,249,2008-07-27,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,14,0,3142,874,129,0,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2008,july,2008-07-01,San Luis Obispo County,06,079,06079,188,29,225,38,480,145,140,285,57,138,195,2008-07-26,509,220,392,173,42,1618,375,25,63,63,10,NA,NA,NA,0,8,8,1226,NA,206,0,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2008,july,2008-07-01,San Mateo County,06,081,06081,656,87,337,60,1140,308,251,559,228,353,581,2008-07-27,1190,279,82,156,6,1093,380,36,88,18,7,1,1,1,0,4,0,1571,72,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2008,july,2008-07-01,Santa Barbara County,06,083,06083,534,93,275,66,968,464,142,606,221,141,362,2008-07-05,1000,58,103,90,64,319,352,58,81,32,NA,NA,NA,NA,NA,NA,2,1574,NA,169,0,NA,NA,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2008,july,2008-07-01,Santa Clara County,06,085,06085,2759,402,1310,217,4688,2678,971,3649,483,556,1039,2008-07-13,4806,188,4545,735,132,6819,1357,232,227,32,NA,NA,NA,NA,NA,14,6,5111,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2008,july,2008-07-01,Santa Cruz County,06,087,06087,174,19,237,34,464,62,87,149,131,184,315,2008-07-21,501,116,34,73,54,916,290,56,15,13,5,NA,NA,NA,0,10,1,1368,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2008,july,2008-07-01,Shasta County,06,089,06089,215,39,76,12,342,260,29,289,29,24,53,2008-07-28,361,65,70,48,0,406,28,1,132,10,14,0,0,0,2,5,0,1176,106,68,0,NA,NA,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2008,july,2008-07-01,Sierra County,06,091,06091,2,1,1,0,4,1,0,1,2,1,3,2008-07-01,8,0,0,0,0,46,0,0,0,0,1,4,NA,0,0,1,0,13,0,0,0,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2008,july,2008-07-01,Siskiyou County,06,093,06093,69,4,9,3,85,66,7,73,9,3,12,2008-07-12,92,25,28,23,0,152,23,1,4,2,0,0,0,0,0,0,0,275,34,33,0,NA,NA,NA,NA,NA,NA,NA
Solano Sheriff's Department,2008,july,2008-07-01,Solano County,06,095,06095,656,88,191,61,996,707,204,911,53,32,85,2008-07-19,1050,NA,120,165,3.3499999999999996,969,436,49,126,4,17,0,0,0,0,51,1,1697,256,0,0,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2008,july,2008-07-01,Sonoma County,06,097,06097,481,54,377,91,1003,420,245,665,119,219,338,2008-07-07,1031,216,198,195,74,822,375,19,74,7,15,NA,NA,NA,NA,11,1,1809,0,40,0,NA,NA,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2008,july,2008-07-01,Stanislaus County,06,099,06099,756,97,423,104,1380,797,419,1216,56,108,164,2008-07-08,1413,172,277,106,86,1702,453,20,157,0,10,NA,NA,NA,NA,75,4,2001,553,260,0,NA,NA,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2008,july,2008-07-01,Sutter County,06,101,06101,158,19,54,21,252,123,0,123,52,77,129,2008-07-26,330,0,26,47,0,530,130,10,5,2,0,0,0,0,0,15,0,561,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2008,july,2008-07-01,Tehama County,06,103,06103,78,12,70,21,181,NA,NA,0,NA,NA,0,2008-07-19,193,7,22,45,0,119,98,1,9,0,2,0,0,0,1,2,0,418,0,0,0,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2008,july,2008-07-01,Trinity County,06,105,06105,22,4,16,2,44,20,12,32,6,6,12,2008-07-21,48,0,0,11,0,44,44,3,2,NA,2,0,0,0,0,1,0,94,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2008,july,2008-07-01,Tulare County,06,107,06107,657,106,661,104,1528,572,497,1069,191,268,459,2008-07-07,1581,NA,NA,NA,NA,NA,NA,72,NA,3,0,0,0,91,0,36,1,2221,412,110,0,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2008,july,2008-07-01,Tuolumne County,06,109,06109,67,16,44,11,138,65,32,97,17,24,41,2008-07-21,144,17,8,16,0,113,30,2,8,0,12,0,0,0,0,3,3,435,3,27,0,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2008,july,2008-07-01,Ventura County,06,111,06111,1070,154,377,79,1680,1053,262,1315,172,193,365,2008-07-20,1757,93,135,133,0,1117,305,90,182,NA,0,NA,NA,NA,0,99,78,2557,0,429,0,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2008,july,2008-07-01,Ventura County,06,111,06111,0,0,95,24,119,NA,70,70,NA,49,49,2008-07-29,127,0,0,10,0,0,2,11,2,0,0,0,NA,NA,0,0,0,60,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2008,july,2008-07-01,Yolo County,06,113,06113,292,47,75,13,427,341,59,400,3,24,27,2008-07-13,453,49,56,49,0,498,80,4,28,1,2,5,3,30,0,12,0,849,7,2,0,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2008,july,2008-07-01,Yuba County,06,115,06115,293,54,46,13,406,300,24,324,47,35,82,2008-07-30,441,70,36,21,0,835,186,10,26,1,0,0,178,8,1,24,0,887,0,0,0,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2008,june,2008-06-01,Alameda County,06,001,06001,3194,287,757,130,4368,3282,680,3962,199,207,406,2008-06-28,4440,47,261,678,108,13659,1050,47,153,13,69,101,240,777,4,42,4,5844,0,0,0,NA,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2008,june,2008-06-01,Amador County,06,005,06005,45,13,30,8,96,46,21,67,12,17,29,2008-06-30,107,12,8,12,0,212,26,8,6,0,6.1,1,0,0,0,7.64,1,177,0,11.18,0,NA,NA,NA,NA,NA,NA,NA
Butte Sheriff's Department,2008,june,2008-06-01,Butte County,06,007,06007,267,42,131,39,479,289,93,382,20,77,97,2008-06-01,504,126,76,56,0,993,869,12,75,2,7,0,0,0,0,16,0,1051,2,1,0,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2008,june,2008-06-01,Calaveras County,06,009,06009,47,4,21,4,76,48,24,72,3,1,4,2008-06-03,85,7,6,7,0,127,27,0,10,0,2,0,0,0,0,6,0,183,21,29,0,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2008,june,2008-06-01,Colusa County,06,011,06011,29,1,14,0,44,25,3,28,5,11,16,2008-06-18,52,7,1,7,0,85,79,0,6,0,2,0,0,0,0,1,0,137,0,0,0,NA,NA,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2008,june,2008-06-01,Contra Costa County,06,013,06013,864,119,438,42,1463,812,519,1331,81,51,132,2008-06-09,1554,110,268,256,53,880,233,37,269,64,22,0,0,0,0,6,3,2391,0,0,0,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2008,june,2008-06-01,Del Norte County,06,015,06015,76,11,42,14,143,71,27,98,16,29,45,2008-06-24,156,1,2,37,0,299,4,7,3,0,2,0,0,30,0,3,0,274,0,0,0,NA,NA,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2008,june,2008-06-01,El Dorado County,06,017,06017,153,16,157,19,345,167,140,307,5,33,38,2008-06-01,373,41,NA,41,NA,365,113,8,32,0,3,0,0,0,2,6,0,608,179,22,0,NA,NA,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2008,june,2008-06-01,Fresno County,06,019,06019,1594,195,608,135,2532,1925,338,2263,148,121,269,2008-06-30,3213,2894,248,213,56,7068,NA,120,65,34,104,0,337,112,0,37,3,3792,0,0,0,NA,NA,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2008,june,2008-06-01,Glenn County,06,021,06021,62,6,31,6,105,55,9,64,13,28,41,2008-06-21,125,23,4,21,0,180,37,7,6,0,1,0,0,0,0,2,1,226,0,0,0,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2008,june,2008-06-01,Humboldt County,06,023,06023,187,32,92,15,326,166,60,226,53,47,100,2008-06-01,351,128,107,71,0,193,227,5,84,6,5,NA,NA,NA,NA,9,0,913,0,0,0,NA,NA,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2008,june,2008-06-01,Imperial County,06,025,06025,308,37,149,12,506,235,77,312,110,84,194,2008-06-09,545,49,56,6,3,435,45,16,15,14,0,0,231,15,0,42,3,828,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2008,june,2008-06-01,Inyo County,06,027,06027,31,2,29,12,74,25,19,44,8,22,30,2008-06-18,85,0,0,3,0,107,5,2,0,0,0,0,0,0,0,0,0,83,37,0,0,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2008,june,2008-06-01,Kern County,06,029,06029,1640,233,336,106,2315,1640,229,1869,233,213,446,2008-06-30,2367,361,196,245,58,16526,1484,183,93,16,13,0,135,126,0,100,3,3467,0,605,0,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2008,june,2008-06-01,Kings County,06,031,06031,194,21,108,38,361,199,104,303,16,42,58,2008-06-23,380,59,73,48,0,202,31,1,17,0,0,0,0,0,NA,NA,4,671,NA,67,0,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2008,june,2008-06-01,Lake County,06,033,06033,125,26,71,18,240,132,34,166,19,55,74,2008-06-19,256,62,23,55,0,438,434,12,16,0,0,0,0,0,0,8,0,376,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2008,june,2008-06-01,Lassen County,06,035,06035,33,10,34,12,89,29,18,47,14,28,42,2008-06-07,91,NA,NA,NA,NA,7.659999999999999,3.4299999999999997,10.360000000000001,5.95,0,1.2,0,0,0,0,1,0,176,0,0,0,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2008,june,2008-06-01,Los Angeles County,06,037,06037,11904,1603,5231,596,19334,12506,4422,16928,1001,1405,2406,2008-06-04,20128,2314,1303,2008,2165,15926,11210,429,427,126,406,0,960,0,0,706,28,14338,619,3632,2,NA,NA,NA,NA,NA,NA,NA
Madera Corrections Department,2008,june,2008-06-01,Madera County,06,039,06039,242,43,113,22,420,313,56,369,42,9,51,2008-06-02,451,148,47,43,4,502,502,11,58,0,52,0,0,18,0,18,5,521,0,0,0,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,2008,june,2008-06-01,Marin County,06,041,06041,221,35,56,20,332,221,67,288,35,9,44,2008-06-23,364,NA,NA,NA,NA,312,668,16,64,52,12,0,3,0,0,19,2,752,0,4,0,NA,NA,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2008,june,2008-06-01,Mariposa County,06,043,06043,28,2,20,5,55,25,11,36,5,14,19,2008-06-09,58,8,5,15,0,57,28,1,3,0,0,0,0,0,0,0,0,78,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2008,june,2008-06-01,Mendocino County,06,045,06045,158,21,72,21,272,131,14,145,109,18,127,2008-06-14,300,105,62,45,NA,254,126,0,19,0,15,NA,NA,NA,NA,15,0,485,0,0,0,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2008,june,2008-06-01,Merced County,06,047,06047,495,65,174,16,750,532,168,700,28,22,50,2008-06-01,811,74,18,74,74,1443,271,9,48,0,2,0,0,0,0,16,3,1062,80,37,0,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2008,june,2008-06-01,Modoc County,06,049,06049,14,2,5,2,23,9,1,10,7,6,13,2008-06-15,49,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,85,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2008,june,2008-06-01,Mono County,06,051,06051,14,1,23,2,40,11,4,15,15,10,25,2008-06-16,47,0,0,0,0,6,6,0,1,0,0.5,0,0,0,1,1,0,91,0,0,0,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2008,june,2008-06-01,Monterey County,06,053,06053,804,93,188,34,1119,780,129,909,117,93,210,2008-06-08,1119,NA,NA,98,NA,715,520,57,95,12,58,NA,NA,NA,NA,NA,1,1138,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2008,june,2008-06-01,Napa County,06,055,06055,149,16,62,11,238,115,17,132,50,56,106,2008-06-02,255,42,NA,42,5,264,45,1,16,1,5,0,0,0,0,4,0,496,0,29,0,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2008,june,2008-06-01,Nevada County,06,057,06057,123,41,52,9,225,84,34,118,77,30,107,2008-06-22,230,40,13,28,0,363,31,7,27,2,0,NA,0,NA,0,NA,NA,476,0,0,0,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2008,june,2008-06-01,Orange County,06,059,06059,2841,387,2316,431,5975,2713,1677,4390,514,1071,1585,2008-06-28,6116,1539,1224,644,90,12203,2961,224,869,128,124,NA,NA,22,0,281,14,5293,396,2,0,NA,NA,NA,NA,NA,NA,NA
Santa Ana Police Department,2008,june,2008-06-01,Orange County,06,059,06059,410,60,3,1,474,453,4,457,17,0,17,2008-06-08,488,9,16,8,0,195,20,39,44,0,7,0,448,4,0,0,0,911,0,0,0,NA,NA,NA,NA,NA,NA,NA
Placer Sheriff's Department,2008,june,2008-06-01,Placer County,06,061,06061,323,46,179,36,584,326,125,451,26,107,133,2008-06-05,601,146,31,89,14,503,286,17,41,2,24,NA,NA,NA,0,9,0,962,189,189,0,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2008,june,2008-06-01,Plumas County,06,063,06063,26,1,8,4,39,15.9,8.97,25,10.97,2.84,14,2008-06-06,44,1,25,NA,3,47,0,1,3,0,3,0,NA,NA,0,2,0,90,0,0,0,NA,NA,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2008,june,2008-06-01,Riverside County,06,065,06065,2652,241,630,124,3647,1608,330,1938,1285,424,1709,2008-06-30,3719,1373,678,954,61,1896,1151,258,130,59,64,0,0,0,0,NA,0,5140,246,0,0,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2008,june,2008-06-01,Sacramento County,06,067,06067,2404,302,1581,255,4542,1758,1193,2951,948,643,1591,2008-06-14,4745,845,362,763,18,25096,3558,81,854,15,95,0,437,428,0,182,0,5576,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2008,june,2008-06-01,San Benito County,06,069,06069,67,7,46,6,126,60,23,83,13,30,43,2008-06-23,133,15,9,15,0,127,36,4,24,0,0,6,0,11,0,2,0,288,0,28,0,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2008,june,2008-06-01,San Bernardino County,06,071,06071,3633,566,1104,247,5550,2729,1024,3753,1470,327,1797,2008-06-22,5778,1110,210,661,78,4144,2132,232,551,57,89,NA,418,NA,0,134,5,6121,3312,9,0,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2008,june,2008-06-01,San Diego County,06,073,06073,2812,480,1549,335,5176,3018,1463,4481,274,421,695,2008-06-01,5321,1162,1285,1140,39,22292,5452,216,393,111,71,NA,NA,NA,NA,132,1,12465,932,827,0,NA,NA,NA,NA,NA,NA,NA
San Diego Work Furlough,2008,june,2008-06-01,San Diego County,06,073,06073,0,0,172,63,235,0,NA,0,0,NA,0,2008-06-30,250,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,104,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2008,june,2008-06-01,San Francisco County,06,075,06075,1343,173,371,77,1964,1474,435,1909,42,13,55,2008-06-02,2085,1020,417,206,112,7774,1435,123,300,86,21,NA,2,NA,NA,11,11,2511,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2008,june,2008-06-01,San Joaquin County,06,077,06077,762,109,558,112,1541,821,476,1297,50,194,244,2008-06-16,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,10,0,3131,927,164,0,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2008,june,2008-06-01,San Luis Obispo County,06,079,06079,199,26,225,47,497,150,142,292,65,140,205,2008-06-21,532,201,377,112,46,1697,354,20,91,70,10,NA,NA,NA,0,11,2,1154,NA,171,0,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2008,june,2008-06-01,San Mateo County,06,081,06081,661,88,346,60,1155,312,254,566,231,358,589,2008-06-01,1196,254,65,167,9,1173,421,43,91,19,8,0,0,0,0,5,1,1544,64,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2008,june,2008-06-01,Santa Barbara County,06,083,06083,524,91,289,59,963,456,147,603,213,147,360,2008-06-08,997,97,68,93,59,392,319,49,72,56,NA,NA,NA,NA,NA,NA,1,1449,NA,125,0,NA,NA,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2008,june,2008-06-01,Santa Clara County,06,085,06085,2733,392,1263,219,4607,2665,919,3584,460,563,1023,2008-06-15,4733,178,4105,740,127,7295,1569,213,255,31,NA,NA,NA,NA,NA,13,4,4840,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2008,june,2008-06-01,Santa Cruz County,06,087,06087,150,21,258,39,468,61,89,150,130,188,318,2008-06-02,520,108,46,59,28,453,213,49,8,9,5,NA,NA,NA,0,12,1,1161,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2008,june,2008-06-01,Shasta County,06,089,06089,214,37,73,11,335,230,42,272,21,42,63,2008-06-08,358,64,69,68,0,725,100,0,86,0,13,0,0,0,2,4,0,1092,98,62,0,NA,NA,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2008,june,2008-06-01,Sierra County,06,091,06091,1,1,1,0,3,1,0,1,1,1,2,2008-06-25,6,0,0,0,0,22,0,0,0,0,6,6,NA,0,0,1,0,21,0,0,1,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2008,june,2008-06-01,Siskiyou County,06,093,06093,62,8,12,2,84,68,5,73,10,1,11,2008-06-11,84,29,13,22,0,118,21,2,5,3,0,0,0,0,0,0,0,277,29,38,0,NA,NA,NA,NA,NA,NA,NA
Solano Sheriff's Department,2008,june,2008-06-01,Solano County,06,095,06095,644,106,209,40,999,698,212,910,48,41,89,2008-06-01,1048,NA,145,156,4.17,974,401,36,108,3.63,16,0,0,0,0,52,2,1599,260,57,0,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2008,june,2008-06-01,Sonoma County,06,097,06097,486,69,377,83,1015,436,238,674,125,216,341,2008-06-02,1049,250,186,218,75,834,361,30,68,10,16,NA,NA,NA,NA,10,1,1672,0,27,0,NA,NA,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2008,june,2008-06-01,Stanislaus County,06,099,06099,740,98,433,97,1368,788,423,1211,50,107,157,2008-06-02,1397,166,262,89,31,1646,383,28,105,0,10,NA,NA,NA,NA,63,3,2010,544,271,0,NA,NA,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2008,june,2008-06-01,Sutter County,06,101,06101,156,22,47,28,253,125,0,125,44,84,128,2008-06-28,317,14,10,14,0,450,133,13,4,2,0,0,0,0,0,19,0,454,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2008,june,2008-06-01,Tehama County,06,103,06103,73,13,63,23,172,NA,NA,0,NA,NA,0,2008-06-07,187,7,35,40,0,101,116,2,10,0,2,0,0,0,1,2,0,355,0,0,0,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2008,june,2008-06-01,Trinity County,06,105,06105,16,5,23,2,46,16,17,33,5,8,13,2008-06-04,54,0,0,14,0,67,67,4,2,NA,2,0,0,0,0,4,0,63,0,9,0,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2008,june,2008-06-01,Tulare County,06,107,06107,642,104,700,108,1554,507,525,1032,239,283,522,2008-06-18,1588,NA,NA,NA,NA,NA,NA,59,NA,4,0,0,0,97,0,47,0,2229,448,119,0,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2008,june,2008-06-01,Tuolumne County,06,109,06109,66,16,48,9,139,66,35,101,16,22,38,2008-06-27,143,13,13,13,0,99,30,1,13,0,11,0,0,0,0,3,0,384,6,40,0,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2008,june,2008-06-01,Ventura County,06,111,06111,1018,164,420,76,1678,1024,299,1323,159,196,355,2008-06-09,1764,104,194,148,0,964,343,54,140,NA,0,NA,NA,NA,0,79,45,2528,0,433,0,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2008,june,2008-06-01,Ventura County,06,111,06111,0,0,97,24,121,NA,70,70,NA,51,51,2008-06-23,126,0,0,13,0,0,10,14,4,0,0,0,NA,NA,0,0,0,54,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2008,june,2008-06-01,Yolo County,06,113,06113,288,46,84,15,433,328,69,397,6,30,36,2008-06-24,444,58,49,54,0,588,78,2,22,2,2,3,3,19,0,12,0,843,3,0,0,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2008,june,2008-06-01,Yuba County,06,115,06115,296,51,50,10,407,303,21,324,44,39,83,2008-06-18,437,57,26,25,0,771,146,9,12,0,0,0,166,5,2,21,0,902,0,0,0,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2008,may,2008-05-01,Alameda County,06,001,06001,3234,295,764,120,4413,3303,679,3982,226,205,431,2008-05-03,4510,48,265,683,116,13714,1085,48,111,15,86,98,208,737,3,42,3,6233,0,0,0,NA,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2008,may,2008-05-01,Amador County,06,005,06005,33,10,27,12,82,37,23,60,6,16,22,2008-05-31,94,13,7,13,0,173,28,7,10,0,6.13,1,0,0,0,2.09,1,158,0,28,0,NA,NA,NA,NA,NA,NA,NA
Butte Sheriff's Department,2008,may,2008-05-01,Butte County,06,007,06007,248,46,147,43,484,276,99,375,18,91,109,2008-05-31,509,146,46,59,0,1008,976,14,83,1,9,0,0,0,0,15,0,1176,5,10,0,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2008,may,2008-05-01,Calaveras County,06,009,06009,49,7,22,2,80,53,23,76,3,1,4,2008-05-18,94,5,13,5,0,149,26,1,0,0,3,0,0,0,0,6,0,242,26,35,0,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2008,may,2008-05-01,Colusa County,06,011,06011,27,2,15,2,46,20,1,21,9,16,25,2008-05-05,55,2,4,4,0,39,35,0,4,0,2,0,0,0,0,2,3,135,0,0,0,NA,NA,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2008,may,2008-05-01,Contra Costa County,06,013,06013,862,118,450,42,1472,818,522,1340,81,51,132,2008-05-19,1582,87,245,239,53,855,290,55,261,64,22,0,0,0,0,5,3,2493,0,0,0,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2008,may,2008-05-01,Del Norte County,06,015,06015,70,10,48,15,143,64,32,96,15,32,47,2008-05-09,153,3,2,39,0,335,6,6,4,0,1,0,0,28,0,3,0,221,0,0,0,NA,NA,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2008,may,2008-05-01,El Dorado County,06,017,06017,169,16,153,23,361,189,136,325,8,28,36,2008-05-26,376,37,NA,37,NA,316,130,7,21,0,3,0,0,0,2,4,0,662,170,6,0,NA,NA,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2008,may,2008-05-01,Fresno County,06,019,06019,1847,177,591,116,2731,1889,547,2436,135,160,295,2008-05-26,3093,2750,283,193,56,7541,NA,109,43,33,119,0,327,101,0,32,4,3975,0,0,0,NA,NA,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2008,may,2008-05-01,Glenn County,06,021,06021,58,6,32,9,105,49,11,60,15,30,45,2008-05-18,120,20,6,20,0,197,66,5,8,0,1,0,0,0,0,3,0,289,0,0,0,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2008,may,2008-05-01,Humboldt County,06,023,06023,198,28,102,15,343,175,61,236,51,56,107,2008-05-04,372,115,102,69,0,188,201,10,45,6,5,NA,NA,NA,NA,8,0,952,0,0,0,NA,NA,NA,NA,NA,NA,NA
