jurisdiction,year,quarter,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,num_inmate_assaults_on_staff,money_spent_medication_last_qtr,money_spent_psych_med_last_qtr,avg_length_stay_all_releases,avg_length_stay_pretrial_release,avg_length_stay_sentnced_release,num_inmate_are_3rd_striker,num_inmate_are_2nd_striker,num_unserved_felony_warrants,num_unserved_misdemean_warrants,percent_inmates_illegal_alien
San Joaquin Sheriff's Department,2012,1,San Joaquin County,06,077,06077,NA,NA,NA,72,8,64,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2012,1,San Luis Obispo County,06,079,06079,0,23015,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2012,1,San Mateo County,06,081,06081,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2012,1,Santa Barbara County,06,083,06083,0,217826,74736,20,14,24,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2012,1,Santa Clara County,06,085,06085,3,310837,148122,30,37,90,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2012,1,Santa Cruz County,06,087,06087,2,97349,49386,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2012,1,Shasta County,06,089,06089,0,71749,46807,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2012,1,Sierra County,06,091,06091,0,1995,1824,11,2,31,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2012,1,Siskiyou County,06,093,06093,0,NA,NA,20,4,17,NA,NA,NA,NA,NA
Solano Sheriff's Department,2012,1,Solano County,06,095,06095,3,163673,86207,20.6,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2012,1,Sonoma County,06,097,06097,20,110711,41582,25.1,6.1,56.2,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2012,1,Stanislaus County,06,099,06099,3,70781,79172,19,9,65,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2012,1,Sutter County,06,101,06101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2012,1,Tehama County,06,103,06103,0,64071,46487,22,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2012,1,Trinity County,06,105,06105,1,NA,NA,23,9,58,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2012,1,Tulare County,06,107,06107,NA,NA,NA,43.07,25.67,63.52,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2012,1,Tuolumne County,06,109,06109,0,7603,476,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2012,1,Ventura County,06,111,06111,1,161970,93613,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2012,1,Ventura County,06,111,06111,0,28,NA,27,NA,34,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2012,1,Yolo County,06,113,06113,0,98379,39558,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2012,1,Yuba County,06,115,06115,1,27174,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2011,4,Alameda County,06,001,06001,20,948122,404366,27,27,58,NA,NA,NA,NA,NA
Amador Sheriff's Department,2011,4,Amador County,06,005,06005,0,8044,5165,12.69,7.28,5.41,NA,NA,NA,NA,NA
Butte Sheriff's Department,2011,4,Butte County,06,007,06007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2011,4,Calaveras County,06,009,06009,0,9071,4297,13,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2011,4,Colusa County,06,011,06011,0,1593,0,11.92,6.6499999999999995,25.779999999999998,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2011,4,Contra Costa County,06,013,06013,8,351986,178689,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2011,4,Del Norte County,06,015,06015,2,NA,NA,19,11,17,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2011,4,El Dorado County,06,017,06017,0,NA,NA,20.110000000000003,3.4299999999999997,53.6,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2011,4,Fresno County,06,019,06019,36,147315,20477,18.5,13.9,14.3,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2011,4,Glenn County,06,021,06021,0,9720,3905,45,37.2,61.8,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2011,4,Humboldt County,06,023,06023,1,54357,26667,16,8,54,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2011,4,Imperial County,06,025,06025,1,42585,14771,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2011,4,Inyo County,06,027,06027,0,8536,5718,23,5,53,NA,NA,NA,NA,NA
Kern Sheriff's Department,2011,4,Kern County,06,029,06029,3,84137,45509,27,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2011,4,Kings County,06,031,06031,0,42084,12065,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2011,4,Lake County,06,033,06033,NA,36261,19175,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2011,4,Lassen County,06,035,06035,0,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2011,4,Los Angeles County,06,037,06037,19,4045954,1690906,44.6,37.4,45.2,NA,NA,NA,NA,NA
Madera Corrections Department,2011,4,Madera County,06,039,06039,3,24229,10968,26,6,68,NA,NA,NA,NA,NA
Marin Sheriff's Department,2011,4,Marin County,06,041,06041,3,21833,11485,26.5,12.2,40.8,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2011,4,Mariposa County,06,043,06043,0,20194,10557,17.3,4.8,50,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2011,4,Mendocino County,06,045,06045,2,13067,8734,NA,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2011,4,Merced County,06,047,06047,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2011,4,Modoc County,06,049,06049,1,2579,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2011,4,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2011,4,Monterey County,06,053,06053,1,42099,35514,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2011,4,Napa County,06,055,06055,1,71366,44313,NA,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2011,4,Nevada County,06,057,06057,NA,18674,10979,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2011,4,Orange County,06,059,06059,5,1345312,936596,38.3,1.3,42,NA,NA,NA,NA,NA
Santa Ana Police Department,2011,4,Orange County,06,059,06059,0,167718,29638,16.5,NA,16.5,NA,NA,NA,NA,NA
Placer Sheriff's Department,2011,4,Placer County,06,061,06061,6,66005,20562,NA,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2011,4,Plumas County,06,063,06063,1,5118,4565,8.6,4.1,15.2,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2011,4,Riverside County,06,065,06065,13,144972,79593,50.58,16.27,84.9,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2011,4,Sacramento County,06,067,06067,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2011,4,San Benito County,06,069,06069,0,14169,8914,27,15,58,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2011,4,San Bernardino County,06,071,06071,0,339333,163791,54,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2011,4,San Diego County,06,073,06073,12,735728,283232,19.3,5.7,73.7,NA,NA,NA,NA,NA
San Diego Work Furlough,2011,4,San Diego County,06,073,06073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2011,4,San Francisco County,06,075,06075,20,534150,76364,NA,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2011,4,San Joaquin County,06,077,06077,NA,NA,NA,14,4,10,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2011,4,San Luis Obispo County,06,079,06079,4,20616,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2011,4,San Mateo County,06,081,06081,1,NA,NA,36.5,20.7,61.9,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2011,4,Santa Barbara County,06,083,06083,2,130226,74736,18,13,22,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2011,4,Santa Clara County,06,085,06085,3,327556,192035,29.73,39,116,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2011,4,Santa Cruz County,06,087,06087,5,88580,43084,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2011,4,Shasta County,06,089,06089,0,41450,29772,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2011,4,Sierra County,06,091,06091,0,14486,12564,15,3,12,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2011,4,Siskiyou County,06,093,06093,0,NA,NA,17,5,28,NA,NA,NA,NA,NA
Solano Sheriff's Department,2011,4,Solano County,06,095,06095,1,125029,69046,19.6,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2011,4,Sonoma County,06,097,06097,40,118664,52511,22.9,5,53.1,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2011,4,Stanislaus County,06,099,06099,6,56497,48433,20,10,67,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2011,4,Sutter County,06,101,06101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2011,4,Tehama County,06,103,06103,0,13812,8272,22,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2011,4,Trinity County,06,105,06105,2,NA,NA,19,4,54,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2011,4,Tulare County,06,107,06107,NA,NA,NA,44.660000000000004,28.439999999999998,64.48,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2011,4,Tuolumne County,06,109,06109,0,6767,686,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2011,4,Ventura County,06,111,06111,2,187270,107688,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2011,4,Ventura County,06,111,06111,0,27,NA,50,NA,52,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2011,4,Yolo County,06,113,06113,1,76522,25507,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2011,4,Yuba County,06,115,06115,4,28477,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2011,3,Alameda County,06,001,06001,21,950961,405122,27,26,56,NA,NA,NA,NA,NA
Amador Sheriff's Department,2011,3,Amador County,06,005,06005,0,7152,5124,20.35,38.87,50.8,NA,NA,NA,NA,NA
Butte Sheriff's Department,2011,3,Butte County,06,007,06007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2011,3,Calaveras County,06,009,06009,3,5988,4730,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2011,3,Colusa County,06,011,06011,0,1453,0,10.239999999999998,6.44,21.24,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2011,3,Contra Costa County,06,013,06013,12,291697,185697,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2011,3,Del Norte County,06,015,06015,0,NA,NA,15,9,14,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2011,3,El Dorado County,06,017,06017,0,NA,NA,13.25,2.88,36.04,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2011,3,Fresno County,06,019,06019,27,147383,16358,14.6,10.5,14.3,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2011,3,Glenn County,06,021,06021,0,7299,1547,NA,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2011,3,Humboldt County,06,023,06023,3,70504,43988,15,9,52,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2011,3,Imperial County,06,025,06025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2011,3,Inyo County,06,027,06027,0,10199,5373,22,3,40,NA,NA,NA,NA,NA
Kern Sheriff's Department,2011,3,Kern County,06,029,06029,5,61215,47605,25,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2011,3,Kings County,06,031,06031,1,37437,8725,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2011,3,Lake County,06,033,06033,NA,35495,19483,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2011,3,Lassen County,06,035,06035,0,13866,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2011,3,Los Angeles County,06,037,06037,38,3892688,1603608,41.3,23.9,42.7,NA,NA,NA,NA,NA
Madera Corrections Department,2011,3,Madera County,06,039,06039,3,27180,15770,26,4,55,NA,NA,NA,NA,NA
Marin Sheriff's Department,2011,3,Marin County,06,041,06041,4,22458,NA,24.5,13,36,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2011,3,Mariposa County,06,043,06043,0,24774,16718,12.5,9,30.2,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2011,3,Mendocino County,06,045,06045,2,13838,3562,NA,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2011,3,Merced County,06,047,06047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2011,3,Modoc County,06,049,06049,1,2195,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2011,3,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2011,3,Monterey County,06,053,06053,1,44502,35765,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2011,3,Napa County,06,055,06055,0,62059,37843,NA,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2011,3,Nevada County,06,057,06057,NA,22250,12641,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2011,3,Orange County,06,059,06059,11,1103945,741319,40.4,1.3,36.8,NA,NA,NA,NA,NA
Santa Ana Police Department,2011,3,Orange County,06,059,06059,0,117029,30834,16.6,NA,16.6,NA,NA,NA,NA,NA
Placer Sheriff's Department,2011,3,Placer County,06,061,06061,1,51725,18440,NA,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2011,3,Plumas County,06,063,06063,0,5814,1332,7.2,3.7,13.1,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2011,3,Riverside County,06,065,06065,10,126388,65487,60.99,21.34,100.64999999999999,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2011,3,Sacramento County,06,067,06067,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2011,3,San Benito County,06,069,06069,0,16996,10848,18,9,49,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2011,3,San Bernardino County,06,071,06071,5,348345,83073,40,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2011,3,San Diego County,06,073,06073,21,489207,259035,17.5,5.2,77.6,NA,NA,NA,NA,NA
San Diego Work Furlough,2011,3,San Diego County,06,073,06073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2011,3,San Francisco County,06,075,06075,19,527682,79534,NA,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2011,3,San Joaquin County,06,077,06077,NA,NA,NA,51,NA,46,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2011,3,San Luis Obispo County,06,079,06079,1,19967,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2011,3,San Mateo County,06,081,06081,3,NA,NA,30.7,15,56.9,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2011,3,Santa Barbara County,06,083,06083,0,134828,70741,17,13,21,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2011,3,Santa Clara County,06,085,06085,1,360826,152285,30,42,109,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2011,3,Santa Cruz County,06,087,06087,3,86998,44958,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2011,3,Shasta County,06,089,06089,0,56563,33046,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2011,3,Sierra County,06,091,06091,0,716,666,10,7,3,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2011,3,Siskiyou County,06,093,06093,0,NA,NA,15,6,22,NA,NA,NA,NA,NA
Solano Sheriff's Department,2011,3,Solano County,06,095,06095,0,122684,74414,19,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2011,3,Sonoma County,06,097,06097,16,114139,49486,21.1,3.8,49,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2011,3,Stanislaus County,06,099,06099,5,54408,40058,17,9,60,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2011,3,Sutter County,06,101,06101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2011,3,Tehama County,06,103,06103,1,54876,25574,19,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2011,3,Trinity County,06,105,06105,0,NA,NA,18,5,67,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2011,3,Tulare County,06,107,06107,NA,NA,NA,34.8,20.69,55.87,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2011,3,Tuolumne County,06,109,06109,0,6184,5411,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2011,3,Ventura County,06,111,06111,2,179178,105055,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2011,3,Ventura County,06,111,06111,0,55,NA,47,NA,51,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2011,3,Yolo County,06,113,06113,1,65515,25963,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2011,3,Yuba County,06,115,06115,0,20751,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2011,2,Alameda County,06,001,06001,23,951629,405361,27,26,58,NA,NA,NA,NA,NA
Amador Sheriff's Department,2011,2,Amador County,06,005,06005,1,8777,6674,39.8,5.84,25.14,NA,NA,NA,NA,NA
Butte Sheriff's Department,2011,2,Butte County,06,007,06007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2011,2,Calaveras County,06,009,06009,0,10022,5870,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2011,2,Colusa County,06,011,06011,0,969,6,8.41,4.92,18.23,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2011,2,Contra Costa County,06,013,06013,15,280523,176133,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2011,2,Del Norte County,06,015,06015,1,NA,NA,18,8,16,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2011,2,El Dorado County,06,017,06017,0,NA,NA,18.25,3.75,48.849999999999994,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2011,2,Fresno County,06,019,06019,26,155923,28232,18.6,14.9,7.7,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2011,2,Glenn County,06,021,06021,0,8587,1809,NA,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2011,2,Humboldt County,06,023,06023,2,66466,43999,15,8,49,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2011,2,Imperial County,06,025,06025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2011,2,Inyo County,06,027,06027,0,8441,5924,20,9,42,NA,NA,NA,NA,NA
Kern Sheriff's Department,2011,2,Kern County,06,029,06029,6,59410,54991,24,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2011,2,Kings County,06,031,06031,1,43615,13595,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2011,2,Lake County,06,033,06033,NA,26821,11550,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2011,2,Lassen County,06,035,06035,0,23495,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2011,2,Los Angeles County,06,037,06037,39,3878588,1499962,43.2,20,45.5,NA,NA,NA,NA,NA
Madera Corrections Department,2011,2,Madera County,06,039,06039,3,26861,25104,29,4,59,NA,NA,NA,NA,NA
Marin Sheriff's Department,2011,2,Marin County,06,041,06041,3,23313,18181,24,13,35,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2011,2,Mariposa County,06,043,06043,0,15758,8675,14.3,7.7,38.2,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2011,2,Mendocino County,06,045,06045,2,13108,3742,NA,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2011,2,Merced County,06,047,06047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2011,2,Modoc County,06,049,06049,0,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2011,2,Mono County,06,051,06051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2011,2,Monterey County,06,053,06053,0,34366,26229,NA,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2011,2,Napa County,06,055,06055,0,73630,49734,NA,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2011,2,Nevada County,06,057,06057,NA,17875,10936,NA,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2011,2,Orange County,06,059,06059,5,1218121,761038,37,1.2,40.4,NA,NA,NA,NA,NA
Santa Ana Police Department,2011,2,Orange County,06,059,06059,0,117921,7777,16.4,NA,16.4,NA,NA,NA,NA,NA
Placer Sheriff's Department,2011,2,Placer County,06,061,06061,1,52954,15822,NA,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2011,2,Plumas County,06,063,06063,2,11025,4293,7.2,4.2,10.1,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2011,2,Riverside County,06,065,06065,6,167840,99812,42.27,16.939999999999998,67.61,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2011,2,Sacramento County,06,067,06067,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2011,2,San Benito County,06,069,06069,0,15842,12048,24,9,60,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2011,2,San Bernardino County,06,071,06071,7,335540,NA,39,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2011,2,San Diego County,06,073,06073,7,647799,265280,18.2,5.5,72.6,NA,NA,NA,NA,NA
San Diego Work Furlough,2011,2,San Diego County,06,073,06073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2011,2,San Francisco County,06,075,06075,39,497294,69173,NA,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2011,2,San Joaquin County,06,077,06077,NA,NA,NA,31,4,27,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2011,2,San Luis Obispo County,06,079,06079,0,31278,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2011,2,San Mateo County,06,081,06081,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2011,2,Santa Barbara County,06,083,06083,1,133729,74070,18,13,23,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2011,2,Santa Clara County,06,085,06085,1,348001,180426,27,38,92,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2011,2,Santa Cruz County,06,087,06087,1,54696,20144,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2011,2,Shasta County,06,089,06089,0,50049,25779,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Sheriff's Department,2011,2,Sierra County,06,091,06091,0,6285,4947,8,6,2,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2011,2,Siskiyou County,06,093,06093,1,NA,NA,19,4,21,NA,NA,NA,NA,NA
Solano Sheriff's Department,2011,2,Solano County,06,095,06095,6,117347,72841,18.7,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2011,2,Sonoma County,06,097,06097,16,114442,50963,23.5,5.7,54.8,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2011,2,Stanislaus County,06,099,06099,0,73930,46097,18,7,72,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2011,2,Sutter County,06,101,06101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2011,2,Tehama County,06,103,06103,0,27605,11843,16,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2011,2,Trinity County,06,105,06105,0,18227,NA,33,4,62,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2011,2,Tulare County,06,107,06107,NA,NA,NA,29.439999999999998,19.310000000000002,44.36,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2011,2,Tuolumne County,06,109,06109,1,5147,2106,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2011,2,Ventura County,06,111,06111,4,145659,78311,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Work Furlough,2011,2,Ventura County,06,111,06111,0,0,NA,50,NA,56,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2011,2,Yolo County,06,113,06113,2,62050,32750,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2011,2,Yuba County,06,115,06115,1,23216,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2011,1,Alameda County,06,001,06001,1,951268,406912,27,26,51,NA,NA,NA,NA,NA
Amador Sheriff's Department,2011,1,Amador County,06,005,06005,0,12165,7833,16.84,4.56,12.58,NA,NA,NA,NA,NA
Butte Sheriff's Department,2011,1,Butte County,06,007,06007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2011,1,Calaveras County,06,009,06009,0,6746,5085,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2011,1,Colusa County,06,011,06011,0,NA,NA,19.62,5.85,20.459999999999997,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2011,1,Contra Costa County,06,013,06013,13,276807,183084,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2011,1,Del Norte County,06,015,06015,0,NA,NA,19,9,16,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2011,1,El Dorado County,06,017,06017,2,NA,NA,16.3,5.2,45.7,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2011,1,Fresno County,06,019,06019,25,101432,20099,14.8,11.4,19.7,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2011,1,Glenn County,06,021,06021,1,9808,1712,NA,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2011,1,Humboldt County,06,023,06023,2,35346,14029,10.8,8,48.2,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2011,1,Imperial County,06,025,06025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2011,1,Inyo County,06,027,06027,1,7982,7467,25,3.3,42.1,NA,NA,NA,NA,NA
Kern Sheriff's Department,2011,1,Kern County,06,029,06029,2,69918,62364,23,NA,NA,NA,NA,NA,NA,NA
